DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
1945,Northern Ozaukee,841,5965523,751775,1258623,1635046,462159,1166748,366452,836,5933923,749634,1123742,1408073,419235,847568,356019,823,6166765,723860,1097139,1134561,467564,982888,323237,840,6098340,720214,1201387,1214393,451041,1013751,343848,825,6408610.38,769814.29,1147026.82,1323153.79,447584.96,789121.13,318352.88,790,6246351.74,740402.22,1181223,954072.34,353542.72,2870192.9,290098.88,750,6011927.7,888694.58,1262049.84,1121114.67,380949.36,1095935.05,370116.29,776,6313453.59,866309.89,1185316.54,1528541.49,387747.13,1608472.03,525382.34,767,6667325.61,898179.79,1273463.31,1240187.87,495572.26,6028684.87,509773.08
1526,Northland Pines,1302,10336077,1906027,1966088,3760348,1242843,2891258,775761,1257,10201780,2004444,2016554,3538905,1244263,2473780,789761,1316,10170790,2208148,2126081,3389927,1291057,2646115,808507,1278,10842109,2099346,2114544,3192368,1319274,2631005,752856,1272,11012330.56,2078139.8,2180621.42,3580782.62,1391237.03,2583288.93,804399.27,1272,11182205.09,2286888.8,2075225.35,3440448.8,1406442.51,2626434.7,817451.12,1287,11836711.71,2415847.85,2131392.11,3710765.02,1348646.98,2706866.56,950304.09,1307,12110825.12,2798428.73,2148875.82,3548312.05,1424166.28,2598773.24,1034971.85,1318,12595894.68,2958332.14,2334495.92,4444285.09,1572745.05,2597579.93,1159395.34
3654,Northwood,373,2991017,415695,448577,624975,344545,566082,320500,366,2913154,462704,456895,616782,314597,352843,339608,368,2946487,474257,505440,588506,319637,96921,331734,341,2785835,515154,522904,566083,306500,255222,347355,329,2821386.22,516999.98,600695.03,639385.59,305431.54,42311.33,373493.73,327,3063025.05,379104.49,548025.5,710710.44,236433.63,39782.91,382449.21,323,3044226.25,416478.5,546560.89,654435.55,1003275.61,11445.47,516207.24,324,3121318.6,459595.21,573748.25,866512.91,228526.09,32998.75,452778.81,317,3120089.38,491449,609141.43,697796.71,162809.63,84775.07,430076.91
3990,Norwalk-Ontario-Wilton,722,5136641,664076,693643,1010325,692046,513726,496063,713,5470324,687980,655849,1422973,738216,435515,459895,680,5821948,724062,678444,1089693,722972,482704,474176,669,5728481,798841,730336,1024042,716210,502948,459639,655,6139079.35,865783.71,769070.04,1057775.61,550980.61,611260.82,452886.84,638,6009144.5,854018.18,804796.08,1007970.93,484857.59,646619.61,524680.17,598,6131946.61,941719.11,793805.11,1081435.45,508900.94,458898.36,577107.34,614,6087563.6,1147790.26,749441.07,1096410.47,653014.27,445027.2,620970.8,591,6067648.52,944742.95,805868.5,986833.3,689098.1,531225.5,631789.79
4011,Norway J7,89,562579,47890,197936,268001,66289,64560,26809,87,547084,40011,207345,194937,58958,66730,36602,94,531849,60461,217809,143045,63678,185610,39296,91,584188,87794,242063,141881,61657,9392,34603,89,646273.02,106837.82,247702.1,185398.3,66889.89,14865.92,31803.33,93,741865.68,110374.55,247369.75,164359.23,58386.76,123938.16,24934.99,86,716900.39,118901.14,238041.06,184851.45,64684.26,263395,26278.72,83,718247.28,127643.86,251497.01,159995.75,69329.16,95265.72,2427.73,72,851253.43,132881.67,258997.76,186399.21,62152.23,24700,0
4018,Oak Creek-Franklin,6349,38850678,4839516,4843660,10022141,3092215,3519740,3454286,6410,39646087,5084533,5013365,9962392,3272406,7687325,3271737,6425,40492493,5152204,5453116,9403364,3357818,6936534,3316657,6406,42704812,5411924,5753497,10766960,3159608,6754264,3619115,6396,42343997.5,5896032.35,5899240.23,11105564.77,3378577.25,7465957.02,3506574.34,6306,44602049.9,6292345.99,6270604.38,10571625.72,2821904.09,9190489.36,3198508.47,6224,46906305.68,7356673.97,6876804,9345067.78,2988367.52,11271335.6,2621492.17,6376,49874713.77,6948170.47,6586278.75,12857258.52,3744613.57,16401501.24,4295014.24,6345,49631853.99,8192947.19,6881419.2,9837209.5,4013114.87,21205691.06,4855684.22
4025,Oakfield,503,2821130,602790,732047,965387,302773,467444,582501,499,2925926,592927,801070,963542,295009,435949,557806,506,3004817,561552,794114,1237612,287181,362231,558536,517,3429406,470813,819937,1168620,307682,673231,613277,514,3498944.84,506637.05,851106.2,921448.81,294249.55,1067638.29,736181.37,507,3505371.82,662690.34,877934.9,870453.52,222959.59,826949.34,638320.93,496,3792896.06,738316.59,906394.29,1017692.68,257717.03,202726.69,803679.81,490,3988315.35,715118.42,928315.66,1132227.71,306013.74,278437.06,763607,473,4239372.13,918011.73,990699.98,1012222.68,310873.88,950183.49,775173.03
4060,Oconomowoc Area,5497,33105799,4780759,4624514,10275367,2575617,6893062,2455235,5528,33771330,4912749,4943569,10476340,2534278,6035328,2331261,5688,35354164,4801141,5020751,10780701,2596950,5731984,2570887,5737,37080835,4780724,5276696,10749572,2645998,6676539,2504853,5631,38498780.48,5656808.69,5348764.46,11410106.26,2689008.73,7863235.66,2456958.83,5627,40349321.37,6328332.01,5170128.78,10333484.9,2369024.84,8992126.26,2219519.07,5328,41271188.47,6622479.69,5233354.8,10757338.53,2639833.34,7645183.76,2397199.69,5441,43366027.48,7389024.9,5225578.77,10857789.33,2683593.63,7319033.76,2947051.1,5489,45552682.45,7073367.78,5445544.49,10885190.07,2755997.63,7326671.26,3186382.99
4067,Oconto,1154,8430046,898715,1494665,3877024,460291,886920,451537,1128,8136942,874714,1334321,1987385,419591,2239601,421790,1121,8347662,1028083,1205257,1811559,450091,1903347,415990,1107,8230110,1242077,1205593,1624953,461594,1453142,396266,1076,7607917.59,1218043.69,1206772.51,1757970.34,514615.89,1259200.81,354276.96,1058,8055480.45,1274354.16,1283441.24,1782108.78,487662.67,1299155.1,494839.82,1033,8493519.46,1573506.12,1309091.33,1732365.58,468586.14,1153750,686003.06,1055,8853496.65,1513187.95,1298524.81,1921808.28,578686.72,1389069.79,860198.18,1037,8702558.48,1772343.85,1403891.78,2500775.89,588446.35,1905436.32,942254.15
4074,Oconto Falls,1817,12347141,1489501,1732479,3249706,904301,2124143,893798,1788,12228388,1489990,1767363,3245504,802445,2231656,858805,1817,11596058,1583869,1853435,3262535,975064,2451144,913600,1795,12302796,1850798,1874583,3585156,982385,2251387,1003136,1791,12581550.08,1967430.45,2008021.08,4379228.17,1019626.19,2237429.96,884232.18,1747,13625210.11,2018851.82,2102093.18,3733656.42,973986.37,820959.35,927423.49,1690,13975393.42,2188417.01,2144347.43,4169106.57,1140538.91,2624858.33,1363418.82,1762,15101096.28,2402926.09,2217315.5,5899339.68,1190125.7,357483.33,1163065.88,1790,15305197.86,2433038.21,2309365.59,4848740.6,1308022.78,4235205.01,1219944.39
4088,Omro,1290,7723799,1207327,1231673,2489529,848128,1212352,621346,1317,8185945,1224623,1244145,2199132,801394,1168359,685129,1309,8517855,1252983,1356080,1997624,793145,1224682,657839,1293,8816881,1121921,1354619,1794046,801446,1147903,643162,1298,9562127.97,1086157.76,1440545.62,2613354.33,804995.64,1474279.12,667791.01,1317,9662725.86,1181818.62,1415263.44,1930139.47,711559.5,1233728.76,716538.13,1241,9923773.4,1323249.18,1326637.56,2286696.7,749821.44,379242.35,832298.29,1261,10339498.72,1378679.29,1486817.28,2516935.65,919998.03,467264.99,947674.57,1292,10859063.87,1402317.11,1550871.34,2065752.48,957438.99,561148.76,1011507.53
4095,Onalaska,2919,20040074,3305271,2764380,5201349,957713,1966660,1486294,2965,19943981,2956255,2847581,4932445,1059029,2185107,1484144,2959,20451025,2968351,2887414,6490147,1131014,2306047,1507036,2963,21248520,3052392,3063410,5686782,1151538,4256549,1516233,2929,21971454.02,3638008.4,2966385.97,4925965.23,1116056.62,2418866.16,1530600.63,3012,22430198.87,3609545.29,2885345.69,5685057.07,1057772.55,1964961.32,1481648.98,2765,22132154.95,3976178.25,2773261.91,5955441.41,1388705.53,1859440.28,1367465.74,2900,23190507.13,4549736.46,2913124.48,5599321.87,1886651.89,1815170.34,1634806.26,2818,23786935.14,4975231.01,3045467.81,6393425.77,1794634.19,6011805.81,1737098.63
4137,Oostburg,1000,5972137,832278,1042109,1846047,451863,1091895,402316,1002,5809277,852843,1111212,1468386,437577,1585813,386725,978,5818096,883783,1106447,1874952,444437,1121063,416286,989,5891223,902963,1064896,1678895,460367,901616,413426,982,6024581.88,1096687.79,1152739.52,1597275.47,467862.95,1076773.72,417358.83,986,6303237.67,996141.18,1194587.73,1367504.04,459999.86,2158181.92,460998.5,977,6424018.87,1152988.47,1225749.98,1489269.1,423322.57,1652763.62,487535.99,999,7492537.8,1186710.53,1220361.45,1640791.41,497583.51,2091856.41,875830.84,989,7534881.81,1179441.57,1313920.91,1904674.18,527578.07,1471173.79,614209.7
4144,Oregon,3695,24612661,5286123,4032060,6049031,2048069,75297,2692579,3760,25206985,5495078,4277595,6639420,1986712,8630754,1922780,3803,26069189,5718656,4278265,6924824,2070653,4982193,2042326,3879,27367615,5898221,4344085,7956253,2231945,4644329,2228915,3927,28690660.45,6737600.56,3915892.13,7364548.52,2283533.87,4910214.26,2289969.52,3937,28756025.26,7080351.52,4187148.77,7366701.06,2222277.09,7412610.42,2244992.99,3834,30617376.07,7993729.17,4538764.23,8199024.09,2069016.64,6409673.23,1750165.41,3908,32204242.78,8806715.65,4437554.28,7062775.47,2692241.43,7026909.17,2658305.56,3893,34902354.49,9022994.19,4718856.93,7596776.4,2829373.05,8404933.68,3168597.99
4165,Osceola,1705,11189369,1249882,2161768,2444052,981144,1522520,1257912,1688,11013020,1327599,2135556,2580462,1030142,1707368,1150157,1684,10847783,1347652,2177041,2587562,962919,2313842,1248770,1680,10568384,1417587,2220715,3176889,1095751,1705685,1283038,1681,10671836.12,1506884.86,2069559.69,2736106.32,1065495.37,2704046.3,1400389.17,1659,10424731.33,1546862.58,2042680.94,2557595.07,851257.75,4690266.49,1433881.95,1490,12048965.15,1701397.35,2215002.28,2482137.81,971394.63,1835556.58,1355491.84,1551,12065922.33,1923092.88,2605596.49,2610700.56,1015452.98,413540.05,1563276.03,1546,12774706.86,2195224.73,2448522.55,2861964.2,990575.46,2659297.5,1667739.22
4179,Oshkosh Area,9805,71298220,10929309,7542866,17917561,3098453,4257423,5155194,9859,73948759,11585458,7524347,17554169,3041981,6357820,5121533,9886,76118492,11984276,7963441,16896606,2961319,3268790,5370224,9970,77182118,12065962,7947446,16506489,3031810,7243974,5577148,10090,78454476.88,13370214.94,7747333.07,18049234.61,3250711.68,5072123.01,5910157.42,10125,82040330.4,14286440.66,7830478.72,17329067.48,3171054.58,5248929.88,5867153.67,9693,87520622.54,14925281.05,8140556.33,18657365.68,3006422.25,1976686.29,5142819.81,9754,89557444.92,16047974.88,8489975.21,18179576.18,3536631.84,10873939.6,7735859.98,9822,99325588.82,18120919.62,9583034.19,18242486.78,3958371.5,26756486.58,8369125.57
4186,Osseo-Fairchild,938,6181193,845459,825656,2238844,542129,1431712,549422,936,6155625,885943,852867,2201498,515718,1661817,488763,945,6275897,901871,865400,2006519,416002,1566630,536061,927,6305723,882346,869165,1900350,652500,2877594,491231,894,6572574.45,954024.6,908307.33,2120515.65,577991.59,1577919.25,484012.35,910,6758311.84,881839.51,942715.56,2143188.39,631335.35,1462361.12,687891.13,838,7093894.17,1402248.02,1015108.34,2137389.41,488269.81,1615073.62,718960.64,867,7491689.49,1301557.61,1076488.96,2355875.86,469797.63,2423055.18,658820.38,889,7854806.42,1420101.7,1154815.78,2767369.02,582603.9,1597033.83,708125.01
4207,Owen-Withee,516,3658854,659438,706078,928539,432884,3693,304861,510,3649417,709206,676099,914407,441141,0,347671,495,3650401,741337,707849,978986,428363,17113,353482,490,3753406,752236,707673,763580,418574,242834,350106,486,3895584.48,669595.95,726318.34,868458.68,421037.1,251458.83,325995.28,506,3983748.59,668085.6,801715.59,896295.08,434978.53,251458.9,351819.73,486,4187689.97,764276.39,704547.28,990531.49,395272.13,363383.44,306131.8,470,4602205.4,840633.72,735782.92,981337.22,494521.14,1024709.83,349987.34,442,4192184.52,828342.05,725570.42,959843.03,522164.72,1066123.77,469212.87
4221,Palmyra-Eagle Area,1172,7738489,743375,1181795,2315730,987747,1643441,540090,1169,7784235,792319,1204535,1992464,971577,1769041,511954,1106,7945920,889760,1249194,2216457,949314,1852221,436285,1093,8037244,885398,1227186,4094585,969987,1441720,445294,1032,7909056.05,1039746.61,1207715.25,1655769.53,907242.45,1885700.9,388962.07,986,7718489.41,730567.9,1052932.28,1673794.59,873495.45,1754135.85,258644.82,978,7687439.48,685267.88,917644.55,1753070.72,915646.85,1652508.54,254745,978,8276098.8,822781.54,869985.47,1884063.04,821788.85,1656048.29,349742.07,958,8914513.12,877747.97,1016160.85,2303720.22,601948.26,824435.38,425919.08
4228,Pardeeville Area,888,7203465,702888,905350,1008138,490045,398016,374275,888,7234085,611552,967148,993937,481701,374561,362888,861,7049661,688322,994404,862233,505774,473045,338818,866,7326587,621716,993964,956009,511409,897102,364617,850,7214547.5,702398.51,1052225.77,1011135.35,553007.21,922175.35,375216.21,860,6941557.35,750183.64,1037876.88,1339871.13,537890.34,990258.97,366588.07,856,7501894.56,753160.15,1083719.97,1280132.46,472737.7,959944.27,330792.71,877,7324335.08,984046.56,1167334.27,1385449.9,650078.51,1314406.1,710484.41,868,7421783.83,1049077.58,1185182.93,1701054.32,661049.02,814895.46,572614.79
4235,Paris J1,170,872650,340747,323361,551765,112555,67568,95896,158,802139,270289,336962,420270,114542,0,100625,154,805564,282723,348797,425573,126997,0,77011,162,876008,322008,332571,344107,120572,    ,100926,153,880361.08,292780.85,335672.01,366590.41,125138.31,0,74409.39,173,1003683.66,244302.08,368672.7,374977.06,105096.01,0,89784.24,167,1045237.91,273678.61,376947.5,379567.74,114713.91,0,86835.96,179,1196233.48,254426.13,357030.25,534172.48,124138.59,0,127644.99,157,1325744.35,267509.01,374292.56,455579.37,128788.37,0,136030.72
4242,Park Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,Parkview,880,6451043,946146,944571,1920256,560071,755608,373985,881,6331537,811060,858265,2093360,479606,1259531,356482,849,6289166,889689,888101,1832656,468147,1292654,348176,827,6346430,841241,854938,1727965,465213,1426362,359148,849,6307704.66,1058493.37,811774.51,1704948.69,513347.17,1336621.3,324009.22,821,6794275.5,1216018.51,857781.8,1363042.57,495279.36,1351482.52,375612.27,854,6474568.68,1269949.5,978685.73,2058517.9,566074.79,2243440.71,502080.06,876,6962995.03,1563075.08,1157985.24,2300529.82,650765.21,1792136.7,522550.75,910,7064899.77,1625592.23,1307295.22,2301830.71,709799.89,2240225.77,592821.19
490,Pecatonica Area,452,3503311,532702,579203,872697,339010,103496,205264,462,3650929,517648,595230,805906,364682,105298,229380,468,3748796,576732,637583,852084,349399,106002,229492,474,3869092,606805,745889,1145384,339310,110766,227916,433,3660995.13,587794.16,761799.64,1415541.93,317972.06,175162.18,386868.93,425,3812229.18,569583.76,799820.2,991374.35,287024.15,303581.82,361177.76,427,3929647.49,698744.69,796353.6,1100967.66,283486.32,124422.87,319719.03,445,4260650.91,673461.14,834909.37,1135271.54,245394.66,124417.87,483010.52,437,4190441.47,818607.03,897410.69,982794.93,374845.46,129794.36,396452.17
4270,Pepin Area,249,2156121,327360,538719,531757,178431,145664,139018,253,2307810,286991,496248,509010,417349,0,146067,251,2429949,279849,492159,530706,189089,9442,161921,250,2445963,321897,476763,539503,355154,    ,157166,254,2431191.42,356515.43,513128.9,760637.34,241922.86,5315,165160.16,266,2392000.66,352334.94,533908.18,754803.92,222983.33,0,221634.07,237,2473049.56,382225.31,520864.56,651533.02,248008.25,0,300863.77,251,2503858.96,381504.81,530098.14,1069711.88,525618.84,0,264459.31,245,2626178.59,384171.76,520561,782154.29,254877.64,0,209014.66
4305,Peshtigo,1134,6856432,1157622,1195069,2634758,415538,993553,480520,1104,6950205,1074649,1303715,2181124,423107,513775,479401,1095,6525182,1009988,1305456,2309046,431768,707754,499555,1078,6622797,985291,1347479,2242573,422972,644410,556796,1045,6875798.55,1157559.87,1260947.51,2126679.91,425191.9,1096404.77,553928.43,1014,6968553.51,1291657.43,1287762.88,2063859.19,426082.6,662126.92,606823.13,993,7016808.14,1165815.4,1322698.39,2068881.22,345197.4,472415.52,661040.18,986,7677763.23,1431884.24,1446911.82,2374047.78,566854.4,356098.14,759712.56,990,7883775.07,1415901.08,1462154.98,2023399.95,657393.02,2538266.03,536210.98
4312,Pewaukee,2682,15540512,3037434,2732097,5058667,1282030,3411155,951452,2754,16668375,3098995,2729758,4935097,1235989,4162127,976370,2828,17129752,3146824,2810930,5109043,1306294,3661048,954193,2822,17703797,3389072,2846141,5587894,1280503,3306955,1019940,2824,18215822.96,3756821.33,2800638.8,5504429.16,1369648.14,249798.54,966438.74,2826,19071922.08,3875907.54,2936501.83,5624311.96,1376321.13,9632871.13,868979.57,2722,20239233.31,4242652.42,2982316.95,5058739.12,1346160.52,2102424.9,925347.11,2777,21677344.72,4372031.18,3017674.46,5775549.04,1525544.49,9645902.02,1177422.57,2803,22682188.47,4743975.73,3145876.98,5608058.61,1370820.49,2487548.67,1523869.07
4330,Phelps,143,1468261,163267,340589,542909,141228,422930,124806,159,1614046,182547,347216,918364,142217,2742,193245,153,1713535,204350,348520,549723,150578,4826,255426,149,1679010,166685,374653,582984,154715,9168,270637,137,1602480.26,218671.73,372270.77,481718.11,152252.47,86.72,324074.44,123,1503143.47,227351.49,380938.07,473983.68,103783.7,0,341128.64,104,1478100.06,240800.8,408660.12,479628.61,151511.62,0,390549.16,107,1639189.15,279584.85,380506.69,500627.29,151853.81,205224,353001.46,106,1716065.54,287863.54,406953.11,559036.74,181618.51,4993.54,387764.32
4347,Phillips,816,5101030,531407,894510,1604348,669085,114186,643294,793,5168256,569301,917901,1683798,824634,164202,845741,794,5322625,575129,939956,1633116,677453,159152,753413,800,5517249,682519,1002247,1738898,570747,192872,726107,784,5552587.55,823859.75,1018495.56,1596674.21,630376.75,223119.9,768575.28,767,5496060.11,819740.57,1041476.64,1605765.17,613359.35,234271.49,795848.04,746,5840822.39,987287.84,1043360.31,1542512.44,580602.04,749125.32,688988.87,745,6275303.05,930075.06,1180525.37,1754238.69,536439.67,1298371.94,919723.54,728,6516868.51,1069068,1195189.4,1684022.2,688721.52,1979747.59,879119.15
4368,Pittsville,590,4362862,586958,803084,1262696,516981,117503,255645,588,4232452,505310,761855,1293795,518626,194674,276437,586,4299411,467317,827733,1406579,502941,203578,293299,588,4070051,511936,809344,1229114,525752,283025,318376,586,4126722.56,598724.61,838151.81,1247565.18,537892.07,301038.01,480729.04,581,4055308.2,594058.47,852585.65,1272888.81,485152.59,280054.7,580039.31,542,4249971.83,705878.68,845482.21,1312876.34,469851.08,72223.48,793228.77,551,4448869.27,733780.81,884879.39,1755996.84,553253.42,734351.93,989561.94,560,4768318.36,975114.6,913938.36,1393954.94,618977.74,843205.83,1019003.64
4389,Platteville,1496,9830862,1765330,1506421,3430373,602092,1290555,787394,1512,10000165,1733042,1522647,2845355,599622,1988241,773526,1505,10114400,1622845,1506896,3156213,579160,2574289,745244,1508,9673401,1585831,1464885,4041415,592774,1255038,746467,1518,10034350.97,1664708.95,1558824.23,4412686.24,640559.89,1247912.5,887631.67,1536,9982774.52,1694774.11,1552570.9,4042593.01,646799.18,1249817.53,773382.01,1542,11262730.26,1980606.66,1611556.38,3956670.65,625581.88,1759605.04,803696.08,1547,12566649.68,2411513.61,1772109.26,3277843.68,747155.53,2586744.68,983181.15,1609,13021088.46,2657231.07,1794028.99,3191791.16,734193.46,2350541.18,1023754.48
